Woo Order Number,Order ID,Channel ID,Country,State,order_created_ts,Order Updates,Update Timestamp,Carrier,Tracking Number,Tracking Shipped,shipstation_create_ts,pipe17_ts,delivered_ts,Channel,order_to_shipstation_hrs,shipstation_to_pipe17_hrs,pipe17_to_delivered_hrs,order_to_delivered_hrs,sales_channel,delivery_speed_category,order_date_day
309326,nan,0,US,IL,9/28/2025 10:00,,9/29/2025 7:40,USPS,9.43465E+21,9/29/2025 14:58,,,,,,,,,nan,,9/28/2025
309328,nan,0,US,NJ,9/28/2025 13:26,,9/29/2025 7:40,FedEx,3.93718E+11,9/29/2025 14:59,,,,,,,,,nan,,9/28/2025
309331,nan,0,US,VA,9/28/2025 15:54,,9/29/2025 7:40,FedEx,3.93719E+11,9/29/2025 14:59,,,,,,,,,nan,,9/28/2025
309335,111-0479515-8849010,90,US,OR,9/29/2025 4:36,,9/29/2025 7:40,FedEx,3.93719E+11,9/29/2025 14:59,9/29/2025 2:35,,,,-2.010277778,,,,nan,,9/29/2025
309283,113-8848136-7690662,90,US,IN,9/25/2025 12:06,,9/29/2025 8:56,,,,9/25/2025 10:05,,,,-2.009444444,,,,nan,,9/25/2025
309283,113-8848136-7690662,90,US,IN,9/25/2025 12:06,,9/29/2025 8:57,,,,9/25/2025 10:05,,,,-2.009444444,,,,nan,,9/25/2025
309296,702-5887493-0263469,90,CA,AB,9/26/2025 10:51,,9/29/2025 8:58,purolator,5.20076E+11,9/29/2025 8:58,9/26/2025 8:50,,,,-2.018055556,,,,nan,,9/26/2025
309338,nan,0,US,NJ,9/29/2025 10:34,,9/29/2025 10:34,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309338,nan,0,US,NJ,9/29/2025 10:34,,9/29/2025 10:34,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309339,113-4494161-3021851,90,US,MT,9/29/2025 10:36,,9/29/2025 10:36,FedEx,3.93719E+11,9/29/2025 14:59,9/29/2025 8:35,,,,-2.009166667,,,,nan,,9/29/2025
309339,113-4494161-3021851,90,US,MT,9/29/2025 10:36,,9/29/2025 10:36,FedEx,3.93719E+11,9/29/2025 14:59,9/29/2025 8:35,,,,-2.009166667,,,,nan,,9/29/2025
309339,113-4494161-3021851,90,US,MT,9/29/2025 10:36,,9/29/2025 12:08,FedEx,3.93719E+11,9/29/2025 14:59,9/29/2025 8:35,,,,-2.009166667,,,,nan,,9/29/2025
309340,114-7499157-0626633,90,US,OH,9/29/2025 14:21,,9/29/2025 14:21,FedEx,3.93755E+11,10/1/2025 9:43,9/29/2025 12:20,,,,-2.009722222,,,,nan,,9/29/2025
309340,114-7499157-0626633,90,US,OH,9/29/2025 14:21,,9/29/2025 14:21,FedEx,3.93755E+11,10/1/2025 9:43,9/29/2025 12:20,,,,-2.009722222,,,,nan,,9/29/2025
309301,nan,0,US,MI,9/26/2025 15:40,,9/29/2025 14:22,,,,,,,,,,,,nan,,9/26/2025
309341,nan,84,US,UT,9/29/2025 14:23,,9/29/2025 14:28,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309341,nan,84,US,UT,9/29/2025 14:23,,9/29/2025 14:29,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309341,nan,84,US,UT,9/29/2025 14:23,,9/29/2025 14:29,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309341,nan,84,US,UT,9/29/2025 14:23,,9/29/2025 14:33,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309338,nan,0,US,NJ,9/29/2025 10:34,,9/29/2025 14:43,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309295,nan,85,US,CA,9/26/2025 9:32,,9/29/2025 14:53,FedEx,3.9372E+11,9/29/2025 14:53,,,,,,,,,nan,,9/26/2025
309297,111-0400745-5061851,90,US,MA,9/26/2025 12:21,,9/29/2025 14:53,FedEx,3.93719E+11,9/29/2025 14:53,9/26/2025 10:20,,,,-2.010277778,,,,nan,,9/26/2025
309298,nan,0,US,NY,9/26/2025 13:13,,9/29/2025 14:53,FedEx,3.93719E+11,9/29/2025 14:53,,,,,,,,,nan,,9/26/2025
309302,114-5793071-9188223,90,US,NC,9/26/2025 16:36,,9/29/2025 14:53,FedEx,3.93719E+11,9/29/2025 14:53,9/26/2025 14:35,,,,-2.008888889,,,,nan,,9/26/2025
309308,nan,0,US,CA,9/26/2025 23:37,,9/29/2025 14:54,FedEx,3.93718E+11,9/29/2025 14:53,,,,,,,,,nan,,9/26/2025
309304,nan,0,US,VA,9/26/2025 18:22,,9/29/2025 14:54,USPS,9.43465E+21,9/29/2025 14:54,,,,,,,,,nan,,9/26/2025
309310,113-3810996-3690642,90,US,TX,9/27/2025 7:51,,9/29/2025 14:54,FedEx,3.93719E+11,9/29/2025 14:54,9/27/2025 5:50,,,,-2.009722222,,,,nan,,9/27/2025
309309,111-0402465-1337824,90,US,ND,9/27/2025 2:51,,9/29/2025 14:54,FedEx,3.93718E+11,9/29/2025 14:54,9/27/2025 0:50,,,,-2.009444444,,,,nan,,9/27/2025
309306,nan,0,US,CA,9/26/2025 20:38,,9/29/2025 14:54,FedEx,3.93718E+11,9/29/2025 14:54,,,,,,,,,nan,,9/26/2025
309305,nan,0,US,NJ,9/26/2025 19:31,,9/29/2025 14:54,FedEx,3.93718E+11,9/29/2025 14:54,,,,,,,,,nan,,9/26/2025
309303,111-3486078-1707456,90,US,ID,9/26/2025 17:06,,9/29/2025 14:54,FedEx,3.93719E+11,9/29/2025 14:54,9/26/2025 15:05,,,,-2.009722222,,,,nan,,9/26/2025
309300,113-3758180-4380236,90,US,FL,9/26/2025 14:21,,9/29/2025 14:55,FedEx,3.93719E+11,9/29/2025 14:54,9/26/2025 12:20,,,,-2.009722222,,,,nan,,9/26/2025
309299,nan,0,US,CT,9/26/2025 13:51,,9/29/2025 14:55,FedEx,3.9372E+11,9/29/2025 14:55,,,,,,,,,nan,,9/26/2025
309318,111-0057261-5615446,90,US,CT,9/27/2025 11:06,,9/29/2025 14:55,FedEx,3.93719E+11,9/29/2025 14:55,9/27/2025 9:05,,,,-2.009444444,,,,nan,,9/27/2025
309321,nan,0,US,WA,9/27/2025 12:57,,9/29/2025 14:55,FedEx,3.93719E+11,9/29/2025 14:55,,,,,,,,,nan,,9/27/2025
309311,nan,0,US,CO,9/27/2025 8:10,,9/29/2025 14:55,FedEx,3.93718E+11,9/29/2025 14:55,,,,,,,,,nan,,9/27/2025
309322,111-4004528-9102622,90,US,MI,9/27/2025 13:36,,9/29/2025 14:55,FedEx,3.93718E+11,9/29/2025 14:55,9/27/2025 11:35,,,,-2.009166667,,,,nan,,9/27/2025
309307,112-0000406-3151439,90,US,CO,9/26/2025 22:06,,9/29/2025 14:55,FedEx,3.93719E+11,9/29/2025 14:55,9/26/2025 20:05,,,,-2.009444444,,,,nan,,9/26/2025
309323,113-3773065-1299430,90,US,UT,9/27/2025 15:21,,9/29/2025 14:56,FedEx,3.93718E+11,9/29/2025 14:55,9/27/2025 13:20,,,,-2.009722222,,,,nan,,9/27/2025
309319,113-0464584-4176253,90,US,VA,9/27/2025 11:36,,9/29/2025 14:56,FedEx,3.93719E+11,9/29/2025 14:56,9/27/2025 9:35,,,,-2.009166667,,,,nan,,9/27/2025
309317,nan,0,US,NJ,9/27/2025 9:33,,9/29/2025 14:56,FedEx,3.93718E+11,9/29/2025 14:56,,,,,,,,,nan,,9/27/2025
309320,nan,0,US,VA,9/27/2025 12:03,,9/29/2025 14:56,FedEx,3.93718E+11,9/29/2025 14:56,,,,,,,,,nan,,9/27/2025
309324,113-6132492-3933831,90,US,NJ,9/27/2025 21:06,,9/29/2025 14:56,FedEx,3.93719E+11,9/29/2025 14:56,9/27/2025 19:05,,,,-2.009722222,,,,nan,,9/27/2025
309330,114-2530101-2282638,90,US,VA,9/28/2025 14:06,,9/29/2025 14:56,FedEx,3.93719E+11,9/29/2025 14:56,9/28/2025 12:05,,,,-2.009722222,,,,nan,,9/28/2025
309327,113-2627365-2518632,90,US,NC,9/28/2025 10:21,,9/29/2025 14:56,FedEx,3.93719E+11,9/29/2025 14:56,9/28/2025 8:20,,,,-2.009444444,,,,nan,,9/28/2025
309334,111-9053360-7782653,90,US,OR,9/28/2025 20:51,,9/29/2025 14:57,FedEx,3.93719E+11,9/29/2025 14:57,9/28/2025 18:50,,,,-2.01,,,,nan,,9/28/2025
309325,nan,0,US,CA,9/27/2025 21:15,,9/29/2025 14:57,FedEx,3.9372E+11,9/29/2025 14:57,,,,,,,,,nan,,9/27/2025
309332,nan,0,US,WA,9/28/2025 17:44,,9/29/2025 14:57,FedEx,3.9372E+11,9/29/2025 14:57,,,,,,,,,nan,,9/28/2025
309329,114-2567443-2900250,90,US,SC,9/28/2025 13:36,,9/29/2025 14:58,FedEx,3.93719E+11,9/29/2025 14:58,9/28/2025 11:35,,,,-2.009444444,,,,nan,,9/28/2025
309333,111-5642046-5221040,90,US,TX,9/28/2025 19:51,,9/29/2025 14:58,FedEx,3.93718E+11,9/29/2025 14:58,9/28/2025 17:50,,,,-2.01,,,,nan,,9/28/2025
309326,nan,0,US,IL,9/28/2025 10:00,,9/29/2025 14:58,USPS,9.43465E+21,9/29/2025 14:58,,,,,,,,,nan,,9/28/2025
309328,nan,0,US,NJ,9/28/2025 13:26,,9/29/2025 14:59,FedEx,3.93718E+11,9/29/2025 14:59,,,,,,,,,nan,,9/28/2025
309331,nan,0,US,VA,9/28/2025 15:54,,9/29/2025 14:59,FedEx,3.93719E+11,9/29/2025 14:59,,,,,,,,,nan,,9/28/2025
309335,111-0479515-8849010,90,US,OR,9/29/2025 4:36,,9/29/2025 14:59,FedEx,3.93719E+11,9/29/2025 14:59,9/29/2025 2:35,,,,-2.010277778,,,,nan,,9/29/2025
309339,113-4494161-3021851,90,US,MT,9/29/2025 10:36,,9/29/2025 14:59,FedEx,3.93719E+11,9/29/2025 14:59,9/29/2025 8:35,,,,-2.009166667,,,,nan,,9/29/2025
309297,111-0400745-5061851,90,US,MA,9/26/2025 12:21,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:53,9/26/2025 10:20,,,,-2.010277778,,,,nan,,9/26/2025
309295,nan,85,US,CA,9/26/2025 9:32,,9/29/2025 15:09,FedEx,3.9372E+11,9/29/2025 14:53,,,,,,,,,nan,,9/26/2025
309310,113-3810996-3690642,90,US,TX,9/27/2025 7:51,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:54,9/27/2025 5:50,,,,-2.009722222,,,,nan,,9/27/2025
309308,nan,0,US,CA,9/26/2025 23:37,,9/29/2025 15:09,FedEx,3.93718E+11,9/29/2025 14:53,,,,,,,,,nan,,9/26/2025
309304,nan,0,US,VA,9/26/2025 18:22,,9/29/2025 15:09,USPS,9.43465E+21,9/29/2025 14:54,,,,,,,,,nan,,9/26/2025
309302,114-5793071-9188223,90,US,NC,9/26/2025 16:36,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:53,9/26/2025 14:35,,,,-2.008888889,,,,nan,,9/26/2025
309298,nan,0,US,NY,9/26/2025 13:13,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:53,,,,,,,,,nan,,9/26/2025
309309,111-0402465-1337824,90,US,ND,9/27/2025 2:51,,9/29/2025 15:09,FedEx,3.93718E+11,9/29/2025 14:54,9/27/2025 0:50,,,,-2.009444444,,,,nan,,9/27/2025
309306,nan,0,US,CA,9/26/2025 20:38,,9/29/2025 15:09,FedEx,3.93718E+11,9/29/2025 14:54,,,,,,,,,nan,,9/26/2025
309305,nan,0,US,NJ,9/26/2025 19:31,,9/29/2025 15:09,FedEx,3.93718E+11,9/29/2025 14:54,,,,,,,,,nan,,9/26/2025
309303,111-3486078-1707456,90,US,ID,9/26/2025 17:06,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:54,9/26/2025 15:05,,,,-2.009722222,,,,nan,,9/26/2025
309300,113-3758180-4380236,90,US,FL,9/26/2025 14:21,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:54,9/26/2025 12:20,,,,-2.009722222,,,,nan,,9/26/2025
309322,111-4004528-9102622,90,US,MI,9/27/2025 13:36,,9/29/2025 15:09,FedEx,3.93718E+11,9/29/2025 14:55,9/27/2025 11:35,,,,-2.009166667,,,,nan,,9/27/2025
309321,nan,0,US,WA,9/27/2025 12:57,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:55,,,,,,,,,nan,,9/27/2025
309318,111-0057261-5615446,90,US,CT,9/27/2025 11:06,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:55,9/27/2025 9:05,,,,-2.009444444,,,,nan,,9/27/2025
309311,nan,0,US,CO,9/27/2025 8:10,,9/29/2025 15:09,FedEx,3.93718E+11,9/29/2025 14:55,,,,,,,,,nan,,9/27/2025
309299,nan,0,US,CT,9/26/2025 13:51,,9/29/2025 15:09,FedEx,3.9372E+11,9/29/2025 14:55,,,,,,,,,nan,,9/26/2025
309323,113-3773065-1299430,90,US,UT,9/27/2025 15:21,,9/29/2025 15:09,FedEx,3.93718E+11,9/29/2025 14:55,9/27/2025 13:20,,,,-2.009722222,,,,nan,,9/27/2025
309320,nan,0,US,VA,9/27/2025 12:03,,9/29/2025 15:09,FedEx,3.93718E+11,9/29/2025 14:56,,,,,,,,,nan,,9/27/2025
309319,113-0464584-4176253,90,US,VA,9/27/2025 11:36,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:56,9/27/2025 9:35,,,,-2.009166667,,,,nan,,9/27/2025
309317,nan,0,US,NJ,9/27/2025 9:33,,9/29/2025 15:09,FedEx,3.93718E+11,9/29/2025 14:56,,,,,,,,,nan,,9/27/2025
309307,112-0000406-3151439,90,US,CO,9/26/2025 22:06,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:55,9/26/2025 20:05,,,,-2.009444444,,,,nan,,9/26/2025
309334,111-9053360-7782653,90,US,OR,9/28/2025 20:51,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:57,9/28/2025 18:50,,,,-2.01,,,,nan,,9/28/2025
309330,114-2530101-2282638,90,US,VA,9/28/2025 14:06,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:56,9/28/2025 12:05,,,,-2.009722222,,,,nan,,9/28/2025
309327,113-2627365-2518632,90,US,NC,9/28/2025 10:21,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:56,9/28/2025 8:20,,,,-2.009444444,,,,nan,,9/28/2025
309325,nan,0,US,CA,9/27/2025 21:15,,9/29/2025 15:09,FedEx,3.9372E+11,9/29/2025 14:57,,,,,,,,,nan,,9/27/2025
309324,113-6132492-3933831,90,US,NJ,9/27/2025 21:06,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:56,9/27/2025 19:05,,,,-2.009722222,,,,nan,,9/27/2025
309333,111-5642046-5221040,90,US,TX,9/28/2025 19:51,,9/29/2025 15:09,FedEx,3.93718E+11,9/29/2025 14:58,9/28/2025 17:50,,,,-2.01,,,,nan,,9/28/2025
309332,nan,0,US,WA,9/28/2025 17:44,,9/29/2025 15:09,FedEx,3.9372E+11,9/29/2025 14:57,,,,,,,,,nan,,9/28/2025
309329,114-2567443-2900250,90,US,SC,9/28/2025 13:36,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:58,9/28/2025 11:35,,,,-2.009444444,,,,nan,,9/28/2025
309328,nan,0,US,NJ,9/28/2025 13:26,,9/29/2025 15:09,FedEx,3.93718E+11,9/29/2025 14:59,,,,,,,,,nan,,9/28/2025
309326,nan,0,US,IL,9/28/2025 10:00,,9/29/2025 15:09,USPS,9.43465E+21,9/29/2025 14:58,,,,,,,,,nan,,9/28/2025
309339,113-4494161-3021851,90,US,MT,9/29/2025 10:36,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:59,9/29/2025 8:35,,,,-2.009166667,,,,nan,,9/29/2025
309335,111-0479515-8849010,90,US,OR,9/29/2025 4:36,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:59,9/29/2025 2:35,,,,-2.010277778,,,,nan,,9/29/2025
309331,nan,0,US,VA,9/28/2025 15:54,,9/29/2025 15:09,FedEx,3.93719E+11,9/29/2025 14:59,,,,,,,,,nan,,9/28/2025
309342,nan,0,US,CA,9/29/2025 16:12,,9/29/2025 16:12,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309342,nan,0,US,CA,9/29/2025 16:12,,9/29/2025 16:12,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309343,112-7740742-2661046,90,US,TX,9/29/2025 16:36,,9/29/2025 16:36,FedEx,3.93755E+11,10/1/2025 9:44,9/29/2025 14:35,,,,-2.009166667,,,,nan,,9/29/2025
309343,112-7740742-2661046,90,US,TX,9/29/2025 16:36,,9/29/2025 16:36,FedEx,3.93755E+11,10/1/2025 9:44,9/29/2025 14:35,,,,-2.009166667,,,,nan,,9/29/2025
309344,nan,0,US,NC,9/29/2025 18:46,,9/29/2025 18:46,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309345,nan,0,US,NY,9/29/2025 21:04,,9/29/2025 21:04,FedEx,3.93755E+11,10/1/2025 9:44,,,,,,,,,nan,,9/29/2025
309345,nan,0,US,NY,9/29/2025 21:04,,9/29/2025 21:04,FedEx,3.93755E+11,10/1/2025 9:44,,,,,,,,,nan,,9/29/2025
309346,113-7390205-1099456,90,US,PA,9/29/2025 22:51,,9/29/2025 22:51,FedEx,3.93755E+11,10/1/2025 9:43,9/29/2025 20:50,,,,-2.009444444,,,,nan,,9/29/2025
309346,113-7390205-1099456,90,US,PA,9/29/2025 22:51,,9/29/2025 22:51,FedEx,3.93755E+11,10/1/2025 9:43,9/29/2025 20:50,,,,-2.009444444,,,,nan,,9/29/2025
309340,114-7499157-0626633,90,US,OH,9/29/2025 14:21,,9/30/2025 7:38,FedEx,3.93755E+11,10/1/2025 9:43,9/29/2025 12:20,,,,-2.009722222,,,,nan,,9/29/2025
309344,nan,0,US,NC,9/29/2025 18:46,,9/30/2025 7:38,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309346,113-7390205-1099456,90,US,PA,9/29/2025 22:51,,9/30/2025 7:38,FedEx,3.93755E+11,10/1/2025 9:43,9/29/2025 20:50,,,,-2.009444444,,,,nan,,9/29/2025
309342,nan,0,US,CA,9/29/2025 16:12,,9/30/2025 7:38,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309341,nan,84,US,UT,9/29/2025 14:23,,9/30/2025 7:38,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309345,nan,0,US,NY,9/29/2025 21:04,,9/30/2025 7:38,FedEx,3.93755E+11,10/1/2025 9:44,,,,,,,,,nan,,9/29/2025
309343,112-7740742-2661046,90,US,TX,9/29/2025 16:36,,9/30/2025 7:38,FedEx,3.93755E+11,10/1/2025 9:44,9/29/2025 14:35,,,,-2.009166667,,,,nan,,9/29/2025
309072,111-2283757-4969834,90,US,FL,9/6/2025 17:36,,9/30/2025 10:02,FedEx,3.9296E+11,9/8/2025 8:38,9/6/2025 15:35,,,,-2.009166667,,,,nan,,9/6/2025
309348,113-6880805-9865869,90,US,NJ,9/30/2025 12:51,,9/30/2025 12:51,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 10:50,,,,-2.009722222,,,,nan,,9/30/2025
309348,113-6880805-9865869,90,US,NJ,9/30/2025 12:51,,9/30/2025 12:51,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 10:50,,,,-2.009722222,,,,nan,,9/30/2025
309349,113-1670775-2410642,90,US,TX,9/30/2025 14:21,,9/30/2025 14:21,FedEx,3.93787E+11,10/1/2025 9:45,9/30/2025 12:20,,,,-2.009722222,,,,nan,,9/30/2025
309349,113-1670775-2410642,90,US,TX,9/30/2025 14:21,,9/30/2025 14:21,FedEx,3.93787E+11,10/1/2025 9:45,9/30/2025 12:20,,,,-2.009722222,,,,nan,,9/30/2025
309350,114-8599849-5011449,90,US,IN,9/30/2025 15:51,,9/30/2025 15:51,FedEx,3.93787E+11,10/1/2025 9:45,9/30/2025 13:50,,,,-2.009722222,,,,nan,,9/30/2025
309350,114-8599849-5011449,90,US,IN,9/30/2025 15:51,,9/30/2025 15:51,FedEx,3.93787E+11,10/1/2025 9:45,9/30/2025 13:50,,,,-2.009722222,,,,nan,,9/30/2025
309348,113-6880805-9865869,90,US,NJ,9/30/2025 12:51,,9/30/2025 17:03,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 10:50,,,,-2.009722222,,,,nan,,9/30/2025
309351,nan,0,US,GA,9/30/2025 18:03,,9/30/2025 18:03,FedEx,3.93787E+11,10/1/2025 9:44,,,,,,,,,nan,,9/30/2025
309351,nan,0,US,GA,9/30/2025 18:03,,9/30/2025 18:03,FedEx,3.93787E+11,10/1/2025 9:44,,,,,,,,,nan,,9/30/2025
309352,112-6000183-8713807,90,US,LA,9/30/2025 19:06,,9/30/2025 19:06,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 17:05,,,,-2.009444444,,,,nan,,9/30/2025
309352,112-6000183-8713807,90,US,LA,9/30/2025 19:06,,9/30/2025 19:06,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 17:05,,,,-2.009444444,,,,nan,,9/30/2025
309353,nan,0,US,FL,9/30/2025 19:28,,9/30/2025 19:28,FedEx,3.93787E+11,10/1/2025 9:45,,,,,,,,,nan,,9/30/2025
309353,nan,0,US,FL,9/30/2025 19:28,,9/30/2025 19:28,FedEx,3.93787E+11,10/1/2025 9:45,,,,,,,,,nan,,9/30/2025
309354,111-4020292-2245008,90,US,MO,9/30/2025 22:21,,9/30/2025 22:21,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 20:20,,,,-2.009722222,,,,nan,,9/30/2025
309354,111-4020292-2245008,90,US,MO,9/30/2025 22:21,,9/30/2025 22:21,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 20:20,,,,-2.009722222,,,,nan,,9/30/2025
309351,nan,0,US,GA,9/30/2025 18:03,,10/1/2025 7:38,FedEx,3.93787E+11,10/1/2025 9:44,,,,,,,,,nan,,9/30/2025
309352,112-6000183-8713807,90,US,LA,9/30/2025 19:06,,10/1/2025 7:38,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 17:05,,,,-2.009444444,,,,nan,,9/30/2025
309354,111-4020292-2245008,90,US,MO,9/30/2025 22:21,,10/1/2025 7:38,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 20:20,,,,-2.009722222,,,,nan,,9/30/2025
309353,nan,0,US,FL,9/30/2025 19:28,,10/1/2025 7:38,FedEx,3.93787E+11,10/1/2025 9:45,,,,,,,,,nan,,9/30/2025
309349,113-1670775-2410642,90,US,TX,9/30/2025 14:21,,10/1/2025 7:38,FedEx,3.93787E+11,10/1/2025 9:45,9/30/2025 12:20,,,,-2.009722222,,,,nan,,9/30/2025
309350,114-8599849-5011449,90,US,IN,9/30/2025 15:51,,10/1/2025 7:38,FedEx,3.93787E+11,10/1/2025 9:45,9/30/2025 13:50,,,,-2.009722222,,,,nan,,9/30/2025
309355,702-5983088-0185000,90,CA,QC,10/1/2025 9:21,,10/1/2025 9:21,purolator,5.20083E+11,10/2/2025 11:13,10/1/2025 7:20,,,,-2.018611111,,,,nan,,10/1/2025
309355,702-5983088-0185000,90,CA,QC,10/1/2025 9:21,,10/1/2025 9:21,purolator,5.20083E+11,10/2/2025 11:13,10/1/2025 7:20,,,,-2.018611111,,,,nan,,10/1/2025
309338,nan,0,US,NJ,9/29/2025 10:34,,10/1/2025 9:43,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309340,114-7499157-0626633,90,US,OH,9/29/2025 14:21,,10/1/2025 9:43,FedEx,3.93755E+11,10/1/2025 9:43,9/29/2025 12:20,,,,-2.009722222,,,,nan,,9/29/2025
309344,nan,0,US,NC,9/29/2025 18:46,,10/1/2025 9:43,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309346,113-7390205-1099456,90,US,PA,9/29/2025 22:51,,10/1/2025 9:43,FedEx,3.93755E+11,10/1/2025 9:43,9/29/2025 20:50,,,,-2.009444444,,,,nan,,9/29/2025
309342,nan,0,US,CA,9/29/2025 16:12,,10/1/2025 9:43,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309341,nan,84,US,UT,9/29/2025 14:23,,10/1/2025 9:44,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309345,nan,0,US,NY,9/29/2025 21:04,,10/1/2025 9:44,FedEx,3.93755E+11,10/1/2025 9:44,,,,,,,,,nan,,9/29/2025
309343,112-7740742-2661046,90,US,TX,9/29/2025 16:36,,10/1/2025 9:44,FedEx,3.93755E+11,10/1/2025 9:44,9/29/2025 14:35,,,,-2.009166667,,,,nan,,9/29/2025
309348,113-6880805-9865869,90,US,NJ,9/30/2025 12:51,,10/1/2025 9:44,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 10:50,,,,-2.009722222,,,,nan,,9/30/2025
309351,nan,0,US,GA,9/30/2025 18:03,,10/1/2025 9:44,FedEx,3.93787E+11,10/1/2025 9:44,,,,,,,,,nan,,9/30/2025
309352,112-6000183-8713807,90,US,LA,9/30/2025 19:06,,10/1/2025 9:44,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 17:05,,,,-2.009444444,,,,nan,,9/30/2025
309354,111-4020292-2245008,90,US,MO,9/30/2025 22:21,,10/1/2025 9:44,FedEx,3.93787E+11,10/1/2025 9:44,9/30/2025 20:20,,,,-2.009722222,,,,nan,,9/30/2025
309353,nan,0,US,FL,9/30/2025 19:28,,10/1/2025 9:45,FedEx,3.93787E+11,10/1/2025 9:45,,,,,,,,,nan,,9/30/2025
309349,113-1670775-2410642,90,US,TX,9/30/2025 14:21,,10/1/2025 9:45,FedEx,3.93787E+11,10/1/2025 9:45,9/30/2025 12:20,,,,-2.009722222,,,,nan,,9/30/2025
309350,114-8599849-5011449,90,US,IN,9/30/2025 15:51,,10/1/2025 9:45,FedEx,3.93787E+11,10/1/2025 9:45,9/30/2025 13:50,,,,-2.009722222,,,,nan,,9/30/2025
309346,113-7390205-1099456,90,US,PA,9/29/2025 22:51,,10/1/2025 9:46,FedEx,3.93755E+11,10/1/2025 9:43,9/29/2025 20:50,,,,-2.009444444,,,,nan,,9/29/2025
309344,nan,0,US,NC,9/29/2025 18:46,,10/1/2025 9:46,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309342,nan,0,US,CA,9/29/2025 16:12,,10/1/2025 9:46,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309340,114-7499157-0626633,90,US,OH,9/29/2025 14:21,,10/1/2025 9:46,FedEx,3.93755E+11,10/1/2025 9:43,9/29/2025 12:20,,,,-2.009722222,,,,nan,,9/29/2025
309338,nan,0,US,NJ,9/29/2025 10:34,,10/1/2025 9:46,FedEx,3.93755E+11,10/1/2025 9:43,,,,,,,,,nan,,9/29/2025
309351,nan,0,US,GA,9/30/2025 18:03,,10/1/2025 9:46,FedEx,3.93787E+11,10/1/2025 9:44,,,,,,,,,nan,,9/30/2025
